Amount,amount_zscore,is_night,fraud_score,actual,predicted,risk_level
2.12,-0.31068845536612333,1,0.0,0,0,Low
43.03,-0.09665017441951072,0,0.0,0,0,Low
2.99,-0.3065549894821914,1,0.0,0,0,Low
227.44,0.44400817318618785,0,0.0,0,0,Low
57.6,0.04430621789087728,1,0.01,0,0,Low
332.35,1.0179430636685445,0,0.0,0,0,Low
438.4,1.8361961370404263,0,0.01,0,0,Low
1.5,-0.24616507995141163,0,0.0,0,0,Low
22.08,-0.2878042195142575,0,0.0,0,0,Low
8.99,-0.34217661149144657,0,0.0,0,0,Low
15.95,-0.26201466898073306,1,0.0,0,0,Low
105.5,0.13372538648005797,0,0.0,0,0,Low
500.0,1.1355942217604431,1,0.0,0,0,Low
7.58,-0.340349838535921,0,0.0,0,0,Low
28.75,-0.30181420481013094,0,0.0,0,0,Low
1.0,-0.39620465824091966,0,0.0,0,0,Low
9.99,-0.27400372975770876,1,0.0,0,0,Low
5.38,-0.3584441983017988,0,0.0,0,0,Low
22.7,-0.25884310344611927,0,0.0,0,0,Low
814.8,2.4127019533561587,0,0.0,0,0,Low
113.49,0.03551282983808931,0,0.0,0,0,Low
4.99,-0.3495414569958274,0,0.0,0,0,Low
0.76,-0.3322682599824578,0,0.0,0,0,Low
5.41,-0.3582960940738596,0,0.0,0,0,Low
48.96,-0.19683631906567542,0,0.0,0,0,Low
50.9,-0.1816478126088521,0,0.0,0,0,Low
17.24,-0.30514507666982543,0,0.0,0,0,Low
43.0,-0.22781286938938733,0,0.0,0,0,Low
10.77,-0.3318348053487167,0,0.0,0,0,Low
75.0,-0.10019811229898257,0,0.0,0,0,Low
9.9,-0.33869101838757726,0,0.0,0,0,Low
438.5,1.2142382355593804,0,0.0,0,0,Low
182.6,0.2991210523744487,0,0.0,0,0,Low
1.98,-0.3602236081789619,0,0.0,0,0,Low
2.58,-0.3610421794251737,0,0.0,0,0,Low
14.99,-0.2947598042669817,0,0.0,0,0,Low
0.89,-0.18330699530656122,1,0.0,0,0,Low
149.57,0.1635566885382526,0,0.0,0,0,Low
25.89,-0.2566435138256157,0,0.0,0,0,Low
164.37,0.21608022259486062,0,0.01,0,0,Low
124.0,0.07281163679315351,0,0.0,0,0,Low
14.9,-0.32323790595022067,0,0.0,0,0,Low
64.0,-0.018920100610080547,0,0.0,0,0,Low
37.81,-0.23174944284315308,0,0.0,0,0,Low
24.99,-0.28579245640045375,0,0.0,0,0,Low
4.49,-0.3618709217889792,0,0.0,0,0,Low
103.5,0.17852484367023577,0,0.0,0,0,Low
72.9,-0.12560959853304865,0,0.0,0,0,Low
27.51,-0.23548862331291098,0,0.0,0,0,Low
630.54,3.13369983574102,0,0.07,0,0,Low
60.0,-0.13223768879703338,0,0.0,0,0,Low
89.95,-0.030579989903196287,0,0.0,0,0,Low
236.84,0.8374855898693895,0,0.0,0,0,Low
4.49,-0.3594130609061847,0,0.0,0,0,Low
58.0,-0.09114530803418779,0,0.0,0,0,Low
15.6,-0.2479162201785163,1,0.0,0,0,Low
37.92,-0.21251307117643659,0,0.0,0,0,Low
99.0,-0.011130640624611285,0,0.0,0,0,Low
250.0,0.5126692490937528,0,0.0,0,0,Low
7.0,-0.22636416542154275,0,0.0,0,0,Low
121.98,0.07813774283702414,0,0.0,0,0,Low
36.0,-0.2518580097268912,0,0.0,0,0,Low
36.0,-0.2518580097268912,0,0.0,0,0,Low
122.75,0.07093922406362445,0,0.0,0,0,Low
40.5,-0.10575859510325042,0,0.0,0,0,Low
28.58,-0.1727123359218767,1,0.0,0,0,Low
20.9,-0.2818249443812358,0,0.0,0,0,Low
24.0,-0.29291440361106763,0,0.0,0,0,Low
14.83,-0.24751853615374533,1,0.0,0,0,Low
365.03,0.8738740969156563,0,0.0,0,0,Low
12.99,-0.20479916941537643,0,0.0,0,0,Low
302.39,0.7816398903494794,0,0.04,0,0,Low
2.99,-0.35583255305852857,0,0.0,0,0,Low
647.0,1.9547210910575354,0,0.0,0,0,Low
584.75,1.7173032941240343,0,0.0,0,0,Low
15.95,-0.24710553610507946,1,0.0,0,0,Low
1.0,-0.3158088476038657,1,0.0,0,0,Low
8.99,-0.3514037926773086,0,0.0,0,0,Low
4.99,-0.3904304847728857,0,0.0,0,0,Low
14.95,-0.2692673102927273,1,0.0,0,0,Low
1.79,-0.402365337293122,0,0.0,0,0,Low
12.57,-0.27375083806298006,0,0.0,0,0,Low
24.75,-0.31673277046042636,0,0.0,0,0,Low
1.0,-0.33107908290704086,0,0.0,0,0,Low
12.31,-0.3328497706017466,0,0.01,0,0,Low
7.83,-0.34634901968676146,0,0.0,0,0,Low
1.79,-0.24512103173074581,0,0.0,0,0,Low
35.0,-0.25527937588390587,0,0.0,0,0,Low
12.31,-0.32423212164783605,0,0.0,0,0,Low
11.41,-0.3258273897037479,0,0.0,0,0,Low
280.35,0.6156846468042021,0,0.0,0,0,Low
1.79,-0.32981680908452105,0,0.0,0,0,Low
90.0,-0.04453094250250052,0,0.0,0,0,Low
27.72,-0.1517687201381094,0,0.0,0,0,Low
29.0,-0.2497907559328039,0,0.0,0,0,Low
97.88,0.13470058698297332,1,0.0,0,0,Low
5.46,-0.23190842148990606,0,0.0,0,0,Low
2.18,-0.3895882600725766,0,0.0,0,0,Low
360.0,1.6167503777210785,0,0.0,0,0,Low
33.98,-0.24539787225512572,0,0.0,0,0,Low
228.0,0.49670222991339735,0,0.0,0,0,Low
128.19,0.06906133725621312,0,0.0,0,0,Low
37.53,-0.1500764222196129,0,0.0,0,0,Low
1.0,-0.3158088476038657,1,0.0,0,0,Low
10.99,-0.3273240843128938,0,0.0,0,0,Low
0.76,-0.3724269531000893,0,0.89,0,1,High
6.0,-0.35626709336280005,0,0.0,0,0,Low
31.1,-0.270813124570378,0,0.0,0,0,Low
30.0,-0.2723862066689794,0,0.0,0,0,Low
15.0,-0.32898994040348306,0,0.0,0,0,Low
0.9,-0.3614635534397337,0,0.03,0,0,Low
29.67,-0.13440685392001,1,0.0,0,0,Low
324.99,0.8682051696323866,0,0.0,0,0,Low
8.07,-0.34570050781623746,0,0.0,0,0,Low
30.0,-0.22370066480048,0,0.0,0,0,Low
115.0,0.06387583349886213,0,0.01,0,0,Low
2.5,-0.35388896162451705,0,0.0,0,0,Low
1.0,-0.39620465824091966,0,0.03,0,0,Low
1.0,-0.39620465824091966,0,0.0,0,0,Low
266.85,0.611784989398023,0,0.02,0,0,Low
1.0,-0.33107908290704086,0,0.0,0,0,Low
24.9,-0.24784467621148326,0,0.0,0,0,Low
278.94,0.6226762561668591,0,0.0,0,0,Low
39.95,-0.2305088423771538,0,0.0,0,0,Low
20.0,-0.33444856717015214,0,0.0,0,0,Low
1.98,-0.3690271693575164,0,0.0,0,0,Low
445.45,1.2136015031780616,0,0.0,0,0,Low
99.95,0.10842969623864236,0,0.0,0,0,Low
40.0,-0.20012262962764246,0,0.0,0,0,Low
0.9,-0.3207290277115075,0,0.0,0,0,Low
127.0,0.059486310561446744,0,0.0,0,0,Low
3.5,-0.324012646643504,0,0.0,0,0,Low
83.23,0.06657545055959194,1,0.0,0,0,Low
194.0,0.34142810141977503,0,0.0,0,0,Low
68.64,-0.10291139435821026,0,0.0,0,0,Low
10.0,-0.34081352980927343,0,0.03,0,0,Low
1.39,-0.37128705939189316,0,0.0,0,0,Low
74.26,0.014572739905531562,0,0.01,0,0,Low
1.0,-0.3689689219368525,0,0.0,0,0,Low
57.68,-0.12993380539327312,0,0.0,0,0,Low
14.89,-0.25121784795057095,1,0.0,0,0,Low
180.06,0.8278795359704068,1,0.0,0,0,Low
10.0,-0.33907784246296285,0,0.0,0,0,Low
10.45,-0.30042262970486733,0,0.0,0,0,Low
86.29,-0.061016908428109126,0,0.01,0,0,Low
71.0,-0.017784127115638856,0,0.0,0,0,Low
24.99,-0.2847389672948067,0,0.0,0,0,Low
0.37,-0.3818549600083481,0,0.01,0,0,Low
12.6,-0.3296528207526756,0,0.0,0,0,Low
0.76,-0.3645532508511957,0,0.03,0,0,Low
15.95,-0.26201466898073306,1,0.0,0,0,Low
1.0,-0.3227599724596903,1,0.0,0,0,Low
15.0,-0.32095280071241045,0,0.0,0,0,Low
4.0,-0.36128991873134503,0,0.0,0,0,Low
103.0,0.05946357948997429,0,0.0,0,0,Low
8.54,-0.3157567411026104,1,0.02,0,0,Low
60.0,-0.1543171591273135,0,0.0,0,0,Low
187.99,0.30613739377320254,0,0.0,0,0,Low
1.0,-0.3227599724596903,1,0.03,0,0,Low
15.95,-0.24710553610507946,1,0.0,0,0,Low
29.75,-0.22473230977813977,0,0.0,0,0,Low
7.81,-0.34830632169313563,0,0.0,0,0,Low
115.1,0.2435674019353031,0,0.0,0,0,Low
19.99,-0.3344858635842779,0,0.0,0,0,Low
6.0,-0.3866635469461861,0,0.0,0,0,Low
2.99,-0.3515692428811069,0,0.0,0,0,Low
28.15,-0.18955646167247966,1,0.0,0,0,Low
0.89,-0.33287163142189846,0,0.0,0,0,Low
82.64,-0.06007338940356583,0,0.0,0,0,Low
48.8,-0.208064522917103,0,0.0,0,0,Low
4.99,-0.37383226104457323,0,0.0,0,0,Low
15.37,-0.2662212009416897,1,0.0,0,0,Low
29.8,-0.23471968599661455,0,0.0,0,0,Low
36.0,-0.2518580097268912,0,0.0,0,0,Low
51.52,-0.21689026984582427,0,0.0,0,0,Low
84.99,0.05240266259220082,0,0.0,0,0,Low
23.88,-0.2150286359405019,1,0.0,0,0,Low
1.0,-0.37170291761395724,0,0.01,0,0,Low
12.0,-0.3318278257627419,0,0.0,0,0,Low
74.0,0.014846975215041905,0,0.0,0,0,Low
2.42,-0.24285292697550628,0,0.0,0,0,Low
10.0,-0.33085200732016606,0,0.0,0,0,Low
180.0,0.3964646006997878,0,0.0,0,0,Low
10.62,-0.3694326036200949,0,0.01,0,0,Low
27.11,-0.1897085882612516,0,0.02,0,0,Low
11.53,-0.3280828315742561,0,0.0,0,0,Low
11.47,-0.33267741270287976,0,0.0,0,0,Low
89.9,-0.07374663243123973,0,0.0,0,0,Low
29.8,-0.2602935471747199,0,0.0,0,0,Low
1.98,-0.31158426023735586,1,0.0,0,0,Low
20.97,-0.2962893528273215,0,0.0,0,0,Low
670.41,2.022557723217919,0,0.01,0,0,Low
1.98,-0.3640523348093555,0,0.01,0,0,Low
61.71,0.007529803254982057,1,0.0,0,0,Low
1.98,-0.41596919792895043,1,0.0,0,0,Low
15.0,-0.24659365949633313,1,0.0,0,0,Low
101.18,-0.00592673479179337,0,0.0,0,0,Low
435.0,1.1406049517768866,0,0.0,0,0,Low
1.0,-0.38006741558092677,0,0.0,0,0,Low
13.76,-0.3246578441493456,0,0.0,0,0,Low
14.93,-0.3231265716106277,0,0.0,0,0,Low
0.89,-0.36409189548448234,0,0.0,0,0,Low
24.0,-0.3195300015198567,0,0.0,0,0,Low
1.08,-0.322324736385614,1,0.0,0,0,Low
22.95,-0.29650683807593303,0,0.0,0,0,Low
12.0,-0.31378273989351896,0,0.0,0,0,Low
0.77,-0.33327894106688216,0,0.0,0,0,Low
21.85,-0.28862383799069447,0,0.0,0,0,Low
178.0,0.28204978697019417,0,0.0,0,0,Low
132.3,0.09486971780913954,0,0.0,0,0,Low
13.73,-0.3175599337675138,0,0.0,0,0,Low
39.31,-0.17962600867568784,0,0.0,0,0,Low
1.0,-0.24796516309049063,0,0.06,0,0,Low
26.08,-0.28174730872857606,0,0.0,0,0,Low
0.77,-0.3322187109376488,0,0.0,0,0,Low
283.5,0.7690818104891387,0,0.0,0,0,Low
25.87,-0.25728901061930287,0,0.0,0,0,Low
4.49,-0.3514598514521949,0,0.0,0,0,Low
202.44,0.34831828069944937,0,0.03,0,0,Low
80.0,-0.0643527479664243,0,0.02,0,0,Low
3.59,-0.3559750845284676,0,0.0,0,0,Low
1.0,-0.3727808850078371,0,0.01,0,0,Low
12.04,-0.3304941291103463,0,0.0,0,0,Low
0.0,-0.3657242613357931,0,0.0,0,0,Low
1.0,-0.3727808850078371,0,0.0,0,0,Low
1.0,-0.42268984184445435,1,0.0,0,0,Low
136.9,0.6151922977049716,1,0.0,0,0,Low
0.79,-0.397382152830201,0,0.0,0,0,Low
124.65,0.05585840665570171,0,0.0,0,0,Low
6.0,-0.3155270290396779,0,0.0,0,0,Low
1.8,-0.31840761171892706,1,0.0,0,0,Low
82.26,0.023704440364035427,0,0.0,0,0,Low
11.87,-0.3241881527508739,0,0.0,0,0,Low
1018.43,5.212518013133772,1,0.02,0,0,Low
33.33,-0.20793604558506026,0,0.0,0,0,Low
19.15,-0.2708926804435524,0,0.0,0,0,Low
0.89,-0.38061046441670393,0,0.0,0,0,Low
9.86,-0.33884423127126384,0,0.0,0,0,Low
464.32,1.2946129720269992,0,0.0,0,0,Low
99.0,0.1696603316959747,0,0.0,0,0,Low
2.69,-0.3267619867471437,0,0.01,0,0,Low
35.85,-0.19412906337229113,0,0.0,0,0,Low
144.0,0.12802696798900576,0,0.0,0,0,Low
80.18,0.10801493185735399,1,0.0,0,0,Low
12.06,-0.3337655155258232,0,0.0,0,0,Low
442.0,2.076533979250003,0,0.02,0,0,Low
29.99,-0.260819271089395,0,0.0,0,0,Low
53.1,-0.04534175208749468,1,0.0,0,0,Low
9.39,-0.2782886030288416,0,0.0,0,0,Low
23.88,-0.1982824552738609,1,0.0,0,0,Low
3.48,-0.3540864093478584,0,0.08,0,0,Low
53.0,-0.07342404990002599,0,0.0,0,0,Low
8.99,-0.27865390971834914,1,0.0,0,0,Low
189.81,0.3026801947384483,0,0.0,0,0,Low
28.56,-0.2647123598302933,0,0.0,0,0,Low
19.0,-0.338178208582726,0,0.0,0,0,Low
0.0,-0.37098502251740617,0,0.0,0,0,Low
100.76,-0.030290337398619034,0,0.0,0,0,Low
20.0,-0.27364733477109454,0,0.0,0,0,Low
22.44,-0.2597256076769172,0,0.0,0,0,Low
44.11,-0.24452691271299654,0,0.0,0,0,Low
15.0,-0.32095280071241045,0,0.0,0,0,Low
13.95,-0.2349929437469756,1,0.0,0,0,Low
5.8,-0.3382663660056326,0,0.0,0,0,Low
49.99,-0.12318973481840598,0,0.0,0,0,Low
28.39,-0.24484825547240732,0,0.0,0,0,Low
10.77,-0.36887315740820886,0,0.0,0,0,Low
8.41,-0.34484160573963857,0,0.0,0,0,Low
1.0,-0.3727808850078371,0,0.0,0,0,Low
150.03,0.4394240019524413,0,0.0,0,0,Low
29.0,-0.27020268381086365,0,0.0,0,0,Low
0.75,-0.3323178090272669,0,0.02,0,0,Low
1.0,-0.24796516309049063,0,0.0,0,0,Low
395.52,2.2065232327972515,1,0.01,0,0,Low
324.91,1.1904309434471565,1,0.04,0,0,Low
113.75,0.03701677386100004,0,0.0,0,0,Low
103.16,0.014258013515420984,0,0.0,0,0,Low
1.29,-0.31446029541528,1,0.0,0,0,Low
18.94,-0.2915010872732656,0,0.0,0,0,Low
150.0,0.15882808055733574,0,0.0,0,0,Low
22.73,-0.2743620038357547,0,0.0,0,0,Low
14.4,-0.3553345590805657,0,0.03,0,0,Low
12.0,-0.32576253200320815,0,0.0,0,0,Low
1.18,-0.40464041855479205,0,0.0,0,0,Low
303.0,0.7116885043129305,0,0.0,0,0,Low
1.98,-0.3711858948682572,0,0.0,0,0,Low
106.0,-0.013699405688800697,0,0.0,0,0,Low
855.8,2.7269542200604855,0,0.0,0,0,Low
0.78,-0.38115351325248115,0,0.01,0,0,Low
15.6,-0.35085898938547716,0,0.0,0,0,Low
17.18,-0.30526565662095884,0,0.0,0,0,Low
4.74,-0.36160375516450244,0,0.0,0,0,Low
68.42,-0.12266891430516791,0,0.0,0,0,Low
19.9,-0.17992202043330482,0,0.0,0,0,Low
5.0,-0.300998168755874,1,0.0,0,0,Low
1.29,-0.2469211148698248,0,0.0,0,0,Low
118.74,0.1759184144998299,0,0.0,0,0,Low
49.89,-0.12953902029756742,0,0.0,0,0,Low
185.54,0.31003181765455917,0,0.0,0,0,Low
20.0,-0.22745542835169869,1,0.0,0,0,Low
52.13,-0.18071928378846677,0,0.0,0,0,Low
1286.22,4.21703274049909,0,0.0,0,0,Low
25.0,-0.2894930374540529,0,0.01,0,0,Low
165.0,0.446820665941155,1,0.0,0,0,Low
1.0,-0.37170291761395724,0,0.0,0,0,Low
1.0,-0.39620465824091966,0,0.0,0,0,Low
4.49,-0.35222080675999706,0,0.0,0,0,Low
29.99,-0.2340990425133623,0,0.0,0,0,Low
11.83,-0.2654473986301305,1,0.0,0,0,Low
4.49,-0.35048721516872205,0,0.0,0,0,Low
7.0,-0.3415426830997791,0,0.0,0,0,Low
52.0,-0.18118254640558334,0,0.0,0,0,Low
33.65,-0.2533463949828499,0,0.0,0,0,Low
2.15,-0.3104611406491293,1,0.0,0,0,Low
60.0,-0.15586528209546463,0,0.0,0,0,Low
46.64,-0.17758482927188024,0,0.0,0,0,Low
154.0,0.3028602774676803,0,0.0,0,0,Low
30.0,-0.1322953138663905,1,0.0,0,0,Low
109.85,0.15730409145858912,0,0.0,0,0,Low
22.69,-0.2973963932767569,0,0.0,0,0,Low
159.0,0.18397158917761358,0,0.0,0,0,Low
49.99,-0.22259662120706225,0,0.0,0,0,Low
0.99,-0.38011678365690654,0,0.0,0,0,Low
2.99,-0.3644891509972374,0,0.0,0,0,Low
11.5,-0.2968586703112604,0,0.0,0,0,Low
15.0,-0.3130342143541443,0,0.0,0,0,Low
4.0,-0.35426857195401273,0,0.0,0,0,Low
9.99,-0.3238667604305281,0,0.0,0,0,Low
184.65,0.29085520492973765,0,0.0,0,0,Low
188.9,0.29939193993049024,0,0.0,0,0,Low
47.92,-0.1335747708938333,0,0.0,0,0,Low
0.79,-0.4060949787056959,0,0.02,0,0,Low
0.89,-0.32335842206154525,1,0.0,0,0,Low
154.0,0.1829233599529471,0,0.0,0,0,Low
71.88,0.0012278012270090697,0,0.0,0,0,Low
78.9,-0.08572464815189722,0,0.0,0,0,Low
55.14,-0.05305216079101759,0,0.0,0,0,Low
1.0,-0.37482281662829403,0,0.0,0,0,Low
13.7,-0.27833311193272015,1,0.0,0,0,Low
0.0,-0.4018117753327358,0,0.01,0,0,Low
12.0,-0.32466375606766373,0,0.0,0,0,Low
137.0,0.12911933340081155,0,0.0,0,0,Low
58.96,-0.15800800206102109,0,0.0,0,0,Low
45.0,-0.22058593574552335,0,0.0,0,0,Low
0.89,-0.33162412239994027,0,0.0,0,0,Low
42.0,-0.21819713297994484,0,0.01,0,0,Low
18.47,-0.30170245435507903,0,0.0,0,0,Low
1.0,-0.33107908290704086,0,0.0,0,0,Low
35.9,-0.20051627173653602,0,0.0,0,0,Low
45.85,-0.17937270793450913,0,0.0,0,0,Low
49.99,-0.18513340571272136,0,0.0,0,0,Low
11.9,-0.3343129341109455,0,0.0,0,0,Low
17.99,-0.313476814214726,0,0.0,0,0,Low
17.69,-0.3082331612834732,1,0.0,0,0,Low
8.65,-0.30653227437962216,0,0.0,0,0,Low
14.0,-0.3326034072254151,0,0.0,0,0,Low
8.99,-0.3451707708500346,0,0.0,0,0,Low
250.0,0.580969315941006,0,0.0,0,0,Low
8.43,-0.3316931644294009,0,0.0,0,0,Low
29.69,-0.18892287334990132,0,0.0,0,0,Low
83.85,-0.09631096297731159,0,0.0,0,0,Low
3.99,-0.3468351229965965,0,0.0,0,0,Low
40.0,-0.1775270916600898,0,0.0,0,0,Low
8.0,-0.32785130225970965,0,0.03,0,0,Low
13.09,-0.3198406112671646,0,0.0,0,0,Low
523.79,2.2008462285641217,0,0.0,0,0,Low
53.12,-0.1813979573087844,0,0.07,0,0,Low
109.0,0.15029480607584447,0,0.0,0,0,Low
2500.0,9.19919402331007,0,0.02,0,0,Low
36.16,-0.09010580533650804,1,0.0,0,0,Low
171.98,0.2430872559847786,0,0.0,0,0,Low
89.99,0.10277269175979956,0,0.01,0,0,Low
13.53,-0.3016716192983669,0,0.0,0,0,Low
7.17,-0.3519250541186744,0,0.0,0,0,Low
0.99,-0.24800116475327222,0,0.0,0,0,Low
28.62,-0.27710769196565965,0,0.0,0,0,Low
47.9,-0.20169002599377545,0,0.0,0,0,Low
15.0,-0.32095280071241045,0,0.0,0,0,Low
15.0,-0.2849788056659038,0,0.0,0,0,Low
785.29,2.4196554095157414,0,0.0,0,0,Low
1.98,-0.35635070396446245,0,0.0,0,0,Low
37.0,-0.1527025215944921,0,0.04,0,0,Low
1.0,-0.37170291761395724,0,0.0,0,0,Low
96.97,0.1125054317630314,0,0.0,0,0,Low
99.9,-0.022206607221457002,0,0.0,0,0,Low
0.89,-0.248361181381088,0,0.0,0,0,Low
101.45,0.11367153955047846,0,0.0,0,0,Low
156.14,0.19408522177570436,0,0.0,0,0,Low
1.0,-0.39620465824091966,0,0.0,0,0,Low
70.0,0.05263114143114139,1,0.0,0,0,Low
6.99,-0.3498372556757746,0,0.0,0,0,Low
15.35,-0.2930555211085579,0,0.0,0,0,Low
24.99,-0.2895272511156231,0,0.0,0,0,Low
410.0,1.0877934435627403,0,0.0,0,0,Low
207.7,0.6680296079137884,0,0.0,0,0,Low
4.99,-0.3487054358721199,0,0.0,0,0,Low
42.99,-0.22784900405760664,0,0.0,0,0,Low
38.09,-0.1969612217720554,0,0.02,0,0,Low
10.76,-0.36891045382233456,0,0.0,0,0,Low
96.8,0.03355308111671449,0,0.0,0,0,Low
1.0,-0.39620465824091966,0,0.0,0,0,Low
189.95,0.3031860800935188,0,0.0,0,0,Low
758.84,3.4681161411907055,0,0.02,0,0,Low
1.79,-0.36089789679185075,0,0.0,0,0,Low
26.1,-0.288880458680038,0,0.09,0,0,Low
171.32,0.4855138531195633,0,0.0,0,0,Low
40.0,-0.11058238634748108,1,0.0,0,0,Low
1.0,-0.33249826424733014,0,0.0,0,0,Low
75.25,-0.10019662572438971,0,0.0,0,0,Low
390.0,1.0260601178210138,0,0.0,0,0,Low
4.64,-0.3499526813797414,0,0.0,0,0,Low
1.0,-0.33107908290704086,0,0.0,0,0,Low
5.35,-0.35859230252973806,0,0.0,0,0,Low
139.78,0.3272800184244051,0,0.0,0,0,Low
4.16,-0.3154215847473838,0,0.0,0,0,Low
1.98,-0.35635070396446245,0,0.0,0,0,Low
1.0,-0.37957847591053095,0,0.0,0,0,Low
12.95,-0.3210725647851324,0,0.0,0,0,Low
41.5,-0.23304049586331033,0,0.0,0,0,Low
0.76,-0.37017298409052524,0,0.01,0,0,Low
80.34,-0.08038059985143495,0,0.0,0,0,Low
339.0,0.9218679821436045,0,0.01,0,0,Low
21.5,-0.2788628598224511,0,0.0,0,0,Low
67.0,-0.11997962692501124,0,0.0,0,0,Low
100.96,0.11223248220438053,0,0.01,0,0,Low
134.9,0.14009924313292632,0,0.0,0,0,Low
41.08,-0.22009660624337485,0,0.0,0,0,Low
15.0,-0.32898994040348306,0,0.0,0,0,Low
36.0,-0.14526861471250013,0,0.0,0,0,Low
10.68,-0.3357033671556893,0,0.0,0,0,Low
1317.54,4.491797748755616,0,0.0,0,0,Low
1.13,-0.33043494532452333,0,0.0,0,0,Low
13.34,-0.2584256268895635,1,0.0,0,0,Low
100.0,0.10845129844714937,0,0.0,0,0,Low
1007.46,3.276722986438242,0,0.03,0,0,Low
67.92,-0.10535525222811218,0,0.0,0,0,Low
1.79,-0.4172721799125685,1,0.0,0,0,Low
80.0,-0.036656011249537844,0,0.0,0,0,Low
1.98,-0.3711858948682572,0,0.0,0,0,Low
181.14,0.5802676913466432,0,0.0,0,0,Low
125.05,0.06867208335013256,0,0.0,0,0,Low
108.99,0.019761734114474107,0,0.0,0,0,Low
16.53,-0.32346133616592715,0,0.0,0,0,Low
854.42,2.5482564804970815,0,0.01,0,0,Low
9.5,-0.3408903466380181,0,0.0,0,0,Low
1.98,-0.3640523348093555,0,0.0,0,0,Low
0.77,-0.24879320133446697,0,0.01,0,0,Low
0.26,-0.18497177414640054,1,0.0,0,0,Low
9.99,-0.3317970198145409,0,0.0,0,0,Low
0.0,-0.37853396128139283,0,0.0,0,0,Low
1.0,-0.42268984184445435,1,0.0,0,0,Low
11.5,-0.32550666943035955,0,0.0,0,0,Low
1.98,-0.3640523348093555,0,0.0,0,0,Low
59.0,-0.08641118814967735,0,0.0,0,0,Low
6.0,-0.34595708068520753,0,0.0,0,0,Low
17.99,-0.28373135530810367,0,0.0,0,0,Low
6.28,-0.3424795545560524,0,0.0,0,0,Low
1.0,-0.36099014145128266,0,0.0,0,0,Low
1.0,-0.3158088476038657,1,0.02,0,0,Low
94.35,-0.030265839983379127,0,0.0,0,0,Low
246.76,0.5084671302474753,0,0.01,0,0,Low
